id,municipality_id:id,name,country_id:id
parish_ve_70,l10n_ve_address_extended.municipal_ve_25,Boca de Chávez,base.ve
parish_ve_71,l10n_ve_address_extended.municipal_ve_26,Pueblo Nuevo,base.ve
parish_ve_72,l10n_ve_address_extended.municipal_ve_26,Santa Ana,base.ve
parish_ve_73,l10n_ve_address_extended.municipal_ve_27,Bergantín,base.ve
parish_ve_74,l10n_ve_address_extended.municipal_ve_27,Caigua,base.ve
parish_ve_75,l10n_ve_address_extended.municipal_ve_27,El Carmen,base.ve
parish_ve_76,l10n_ve_address_extended.municipal_ve_27,El Pilar,base.ve
parish_ve_77,l10n_ve_address_extended.municipal_ve_27,Naricual,base.ve
parish_ve_78,l10n_ve_address_extended.municipal_ve_27,San Crsitóbal,base.ve
parish_ve_79,l10n_ve_address_extended.municipal_ve_28,Edmundo Barrios,base.ve
parish_ve_80,l10n_ve_address_extended.municipal_ve_28,Miguel Otero Silva,base.ve
parish_ve_81,l10n_ve_address_extended.municipal_ve_29,Achaguas,base.ve
parish_ve_82,l10n_ve_address_extended.municipal_ve_29,Apurito,base.ve
parish_ve_83,l10n_ve_address_extended.municipal_ve_29,El Yagual,base.ve
parish_ve_84,l10n_ve_address_extended.municipal_ve_29,Guachara,base.ve
parish_ve_85,l10n_ve_address_extended.municipal_ve_29,Mucuritas,base.ve
parish_ve_86,l10n_ve_address_extended.municipal_ve_29,Queseras del medio,base.ve
parish_ve_87,l10n_ve_address_extended.municipal_ve_30,Biruaca,base.ve
parish_ve_88,l10n_ve_address_extended.municipal_ve_31,Bruzual,base.ve
parish_ve_89,l10n_ve_address_extended.municipal_ve_31,Mantecal,base.ve
parish_ve_90,l10n_ve_address_extended.municipal_ve_31,Quintero,base.ve
parish_ve_91,l10n_ve_address_extended.municipal_ve_31,Rincón Hondo,base.ve
parish_ve_92,l10n_ve_address_extended.municipal_ve_31,San Vicente,base.ve
parish_ve_93,l10n_ve_address_extended.municipal_ve_32,Guasdualito,base.ve
parish_ve_94,l10n_ve_address_extended.municipal_ve_32,Aramendi,base.ve
parish_ve_95,l10n_ve_address_extended.municipal_ve_32,El Amparo,base.ve
parish_ve_96,l10n_ve_address_extended.municipal_ve_32,San Camilo,base.ve
parish_ve_97,l10n_ve_address_extended.municipal_ve_32,Urdaneta,base.ve
parish_ve_98,l10n_ve_address_extended.municipal_ve_33,San Juan de Payara,base.ve
parish_ve_99,l10n_ve_address_extended.municipal_ve_33,Codazzi,base.ve
parish_ve_100,l10n_ve_address_extended.municipal_ve_33,Cunaviche,base.ve
parish_ve_101,l10n_ve_address_extended.municipal_ve_34,Elorza,base.ve
parish_ve_102,l10n_ve_address_extended.municipal_ve_34,La Trinidad,base.ve
parish_ve_103,l10n_ve_address_extended.municipal_ve_35,San Fernando,base.ve
parish_ve_104,l10n_ve_address_extended.municipal_ve_35,El Recreo,base.ve
parish_ve_105,l10n_ve_address_extended.municipal_ve_35,Peñalver,base.ve
parish_ve_106,l10n_ve_address_extended.municipal_ve_35,San Rafael de Atamaica,base.ve
parish_ve_107,l10n_ve_address_extended.municipal_ve_36,Pedro José Ovalles,base.ve
parish_ve_108,l10n_ve_address_extended.municipal_ve_36,Joaquín Crespo,base.ve
parish_ve_109,l10n_ve_address_extended.municipal_ve_36,José Casanova Godoy,base.ve
parish_ve_110,l10n_ve_address_extended.municipal_ve_36,Madre María de San José,base.ve
parish_ve_111,l10n_ve_address_extended.municipal_ve_36,Andrés Eloy Blanco,base.ve
parish_ve_112,l10n_ve_address_extended.municipal_ve_36,Los Tacarigua,base.ve
parish_ve_113,l10n_ve_address_extended.municipal_ve_36,Las Delicias,base.ve
parish_ve_114,l10n_ve_address_extended.municipal_ve_36,Choroní,base.ve
parish_ve_115,l10n_ve_address_extended.municipal_ve_37,Bolívar,base.ve
parish_ve_116,l10n_ve_address_extended.municipal_ve_38,Camatagua,base.ve
parish_ve_117,l10n_ve_address_extended.municipal_ve_38,Carmen de Cura,base.ve
parish_ve_118,l10n_ve_address_extended.municipal_ve_39,Santa Rita,base.ve
parish_ve_119,l10n_ve_address_extended.municipal_ve_39,Francisco de Miranda,base.ve
parish_ve_120,l10n_ve_address_extended.municipal_ve_39,Moseñor Feliciano González,base.ve
parish_ve_121,l10n_ve_address_extended.municipal_ve_40,Santa Cruz,base.ve
parish_ve_122,l10n_ve_address_extended.municipal_ve_41,José Félix Ribas,base.ve
parish_ve_123,l10n_ve_address_extended.municipal_ve_41,Castor Nieves Ríos,base.ve
parish_ve_124,l10n_ve_address_extended.municipal_ve_41,Las Guacamayas,base.ve
parish_ve_125,l10n_ve_address_extended.municipal_ve_41,Pao de Zárate,base.ve
parish_ve_126,l10n_ve_address_extended.municipal_ve_41,Zuata,base.ve
parish_ve_127,l10n_ve_address_extended.municipal_ve_42,José Rafael Revenga,base.ve
parish_ve_128,l10n_ve_address_extended.municipal_ve_43,Palo Negro,base.ve
parish_ve_129,l10n_ve_address_extended.municipal_ve_43,San Martín de Porres,base.ve
parish_ve_130,l10n_ve_address_extended.municipal_ve_44,El Limón,base.ve
parish_ve_131,l10n_ve_address_extended.municipal_ve_44,Caña de Azúcar,base.ve
parish_ve_132,l10n_ve_address_extended.municipal_ve_45,Ocumare de la Costa,base.ve
parish_ve_133,l10n_ve_address_extended.municipal_ve_46,San Casimiro,base.ve
parish_ve_134,l10n_ve_address_extended.municipal_ve_46,Güiripa,base.ve
parish_ve_135,l10n_ve_address_extended.municipal_ve_46,Ollas de Caramacate,base.ve
parish_ve_136,l10n_ve_address_extended.municipal_ve_46,Valle Morín,base.ve
parish_ve_137,l10n_ve_address_extended.municipal_ve_47,San Sebastían,base.ve
parish_ve_138,l10n_ve_address_extended.municipal_ve_48,Turmero,base.ve
parish_ve_139,l10n_ve_address_extended.municipal_ve_48,Arevalo Aponte,base.ve
parish_ve_140,l10n_ve_address_extended.municipal_ve_48,Chuao,base.ve
parish_ve_141,l10n_ve_address_extended.municipal_ve_48,Samán de Güere,base.ve
parish_ve_142,l10n_ve_address_extended.municipal_ve_48,Alfredo Pacheco Miranda,base.ve
parish_ve_143,l10n_ve_address_extended.municipal_ve_49,Santos Michelena,base.ve
parish_ve_144,l10n_ve_address_extended.municipal_ve_49,Tiara,base.ve
parish_ve_145,l10n_ve_address_extended.municipal_ve_50,Cagua,base.ve
parish_ve_146,l10n_ve_address_extended.municipal_ve_50,Bella Vista,base.ve
parish_ve_147,l10n_ve_address_extended.municipal_ve_51,Tovar,base.ve
parish_ve_148,l10n_ve_address_extended.municipal_ve_52,Urdaneta,base.ve
parish_ve_149,l10n_ve_address_extended.municipal_ve_52,Las Peñitas,base.ve
parish_ve_150,l10n_ve_address_extended.municipal_ve_52,San Francisco de Cara,base.ve
parish_ve_151,l10n_ve_address_extended.municipal_ve_52,Taguay,base.ve
parish_ve_152,l10n_ve_address_extended.municipal_ve_53,Zamora,base.ve
parish_ve_153,l10n_ve_address_extended.municipal_ve_53,Magdaleno,base.ve
parish_ve_154,l10n_ve_address_extended.municipal_ve_53,San Francisco de Asís,base.ve
parish_ve_155,l10n_ve_address_extended.municipal_ve_53,Valles de Tucutunemo,base.ve
parish_ve_156,l10n_ve_address_extended.municipal_ve_53,Augusto Mijares,base.ve
parish_ve_157,l10n_ve_address_extended.municipal_ve_54,Sabaneta,base.ve
parish_ve_158,l10n_ve_address_extended.municipal_ve_54,Juan Antonio Rodríguez Domínguez,base.ve
parish_ve_159,l10n_ve_address_extended.municipal_ve_55,El Cantón,base.ve
parish_ve_160,l10n_ve_address_extended.municipal_ve_55,Santa Cruz de Guacas,base.ve
parish_ve_161,l10n_ve_address_extended.municipal_ve_55,Puerto Vivas,base.ve
parish_ve_162,l10n_ve_address_extended.municipal_ve_56,Ticoporo,base.ve
parish_ve_163,l10n_ve_address_extended.municipal_ve_56,Nicolás Pulido,base.ve
parish_ve_164,l10n_ve_address_extended.municipal_ve_56,Andrés Bello,base.ve
parish_ve_165,l10n_ve_address_extended.municipal_ve_57,Arismendi,base.ve
parish_ve_166,l10n_ve_address_extended.municipal_ve_57,Guadarrama,base.ve
parish_ve_167,l10n_ve_address_extended.municipal_ve_57,La Unión,base.ve
parish_ve_168,l10n_ve_address_extended.municipal_ve_57,San Antonio,base.ve
parish_ve_169,l10n_ve_address_extended.municipal_ve_58,Barinas,base.ve
parish_ve_170,l10n_ve_address_extended.municipal_ve_58,Alberto Arvelo Larriva,base.ve
parish_ve_171,l10n_ve_address_extended.municipal_ve_58,San Silvestre,base.ve
parish_ve_172,l10n_ve_address_extended.municipal_ve_58,Santa Inés,base.ve
parish_ve_173,l10n_ve_address_extended.municipal_ve_58,Santa Lucía,base.ve
parish_ve_174,l10n_ve_address_extended.municipal_ve_58,Torumos,base.ve
parish_ve_175,l10n_ve_address_extended.municipal_ve_58,El Carmen,base.ve
parish_ve_176,l10n_ve_address_extended.municipal_ve_58,Rómulo Betancourt,base.ve
parish_ve_177,l10n_ve_address_extended.municipal_ve_58,Corazón de Jesús,base.ve
parish_ve_178,l10n_ve_address_extended.municipal_ve_58,Ramón Ignacio Méndez,base.ve
parish_ve_179,l10n_ve_address_extended.municipal_ve_58,Alto Barinas,base.ve
parish_ve_180,l10n_ve_address_extended.municipal_ve_58,Manuel Palacio Fajardo,base.ve
parish_ve_181,l10n_ve_address_extended.municipal_ve_58,Juan Antonio Rodríguez Domínguez,base.ve
parish_ve_182,l10n_ve_address_extended.municipal_ve_58,Dominga Ortiz de Páez,base.ve
parish_ve_183,l10n_ve_address_extended.municipal_ve_59,Barinitas,base.ve
parish_ve_184,l10n_ve_address_extended.municipal_ve_59,Altamira de Cáceres,base.ve
parish_ve_185,l10n_ve_address_extended.municipal_ve_59,Calderas,base.ve
parish_ve_186,l10n_ve_address_extended.municipal_ve_60,Barrancas,base.ve
parish_ve_187,l10n_ve_address_extended.municipal_ve_60,El Socorro,base.ve
parish_ve_188,l10n_ve_address_extended.municipal_ve_60,Mazparrito,base.ve
parish_ve_189,l10n_ve_address_extended.municipal_ve_61,Santa Bárbara,base.ve
parish_ve_190,l10n_ve_address_extended.municipal_ve_61,Pedro Briceño Méndez,base.ve
parish_ve_191,l10n_ve_address_extended.municipal_ve_61,Ramón Ignacio Méndez,base.ve
parish_ve_192,l10n_ve_address_extended.municipal_ve_61,José Ignacio del Pumar,base.ve
parish_ve_193,l10n_ve_address_extended.municipal_ve_62,Obispos,base.ve
parish_ve_194,l10n_ve_address_extended.municipal_ve_62,Guasimitos,base.ve
parish_ve_195,l10n_ve_address_extended.municipal_ve_62,El Real,base.ve
parish_ve_196,l10n_ve_address_extended.municipal_ve_62,La Luz,base.ve
parish_ve_197,l10n_ve_address_extended.municipal_ve_63,Ciudad Bolívia,base.ve
parish_ve_198,l10n_ve_address_extended.municipal_ve_63,José Ignacio Briceño,base.ve
parish_ve_199,l10n_ve_address_extended.municipal_ve_63,José Félix Ribas,base.ve
parish_ve_200,l10n_ve_address_extended.municipal_ve_63,Páez,base.ve
parish_ve_201,l10n_ve_address_extended.municipal_ve_64,Libertad,base.ve
parish_ve_202,l10n_ve_address_extended.municipal_ve_64,Dolores,base.ve
parish_ve_203,l10n_ve_address_extended.municipal_ve_64,Santa Rosa,base.ve
parish_ve_204,l10n_ve_address_extended.municipal_ve_64,Palacio Fajardo,base.ve
parish_ve_205,l10n_ve_address_extended.municipal_ve_65,Ciudad de Nutrias,base.ve
parish_ve_206,l10n_ve_address_extended.municipal_ve_65,El Regalo,base.ve
parish_ve_207,l10n_ve_address_extended.municipal_ve_65,Puerto Nutrias,base.ve
parish_ve_208,l10n_ve_address_extended.municipal_ve_65,Santa Catalina,base.ve
parish_ve_209,l10n_ve_address_extended.municipal_ve_66,Cachamay,base.ve
parish_ve_210,l10n_ve_address_extended.municipal_ve_66,Chirica,base.ve
parish_ve_211,l10n_ve_address_extended.municipal_ve_66,Dalla Costa,base.ve
parish_ve_212,l10n_ve_address_extended.municipal_ve_66,Once de Abril,base.ve
parish_ve_213,l10n_ve_address_extended.municipal_ve_66,Simón Bolívar,base.ve
parish_ve_214,l10n_ve_address_extended.municipal_ve_66,Unare,base.ve
parish_ve_215,l10n_ve_address_extended.municipal_ve_66,Universidad,base.ve
parish_ve_216,l10n_ve_address_extended.municipal_ve_66,Vista al Sol,base.ve
parish_ve_217,l10n_ve_address_extended.municipal_ve_66,Pozo Verde,base.ve
parish_ve_218,l10n_ve_address_extended.municipal_ve_66,Yocoima,base.ve
parish_ve_219,l10n_ve_address_extended.municipal_ve_66,5 de Julio,base.ve
parish_ve_220,l10n_ve_address_extended.municipal_ve_67,Cedeño,base.ve
parish_ve_221,l10n_ve_address_extended.municipal_ve_67,Altagracia,base.ve
parish_ve_222,l10n_ve_address_extended.municipal_ve_67,Ascensión Farreras,base.ve
parish_ve_223,l10n_ve_address_extended.municipal_ve_67,Guaniamo,base.ve
parish_ve_224,l10n_ve_address_extended.municipal_ve_67,La Urbana,base.ve
parish_ve_225,l10n_ve_address_extended.municipal_ve_67,Pijiguaos,base.ve
parish_ve_226,l10n_ve_address_extended.municipal_ve_68,El Callao,base.ve
parish_ve_227,l10n_ve_address_extended.municipal_ve_69,Gran Sabana,base.ve
parish_ve_228,l10n_ve_address_extended.municipal_ve_69,Ikabarú,base.ve
parish_ve_229,l10n_ve_address_extended.municipal_ve_70,Catedral,base.ve
parish_ve_230,l10n_ve_address_extended.municipal_ve_70,Zea,base.ve
parish_ve_231,l10n_ve_address_extended.municipal_ve_70,Orinoco,base.ve
parish_ve_232,l10n_ve_address_extended.municipal_ve_70,José Antonio Páez,base.ve
parish_ve_233,l10n_ve_address_extended.municipal_ve_70,Marhuanta,base.ve
parish_ve_234,l10n_ve_address_extended.municipal_ve_70,Agua Salada,base.ve
parish_ve_235,l10n_ve_address_extended.municipal_ve_70,Vista Hermosa,base.ve
parish_ve_236,l10n_ve_address_extended.municipal_ve_70,La Sabanita,base.ve
parish_ve_237,l10n_ve_address_extended.municipal_ve_70,Panapana,base.ve
parish_ve_238,l10n_ve_address_extended.municipal_ve_71,Andrés Eloy Blanco,base.ve
parish_ve_239,l10n_ve_address_extended.municipal_ve_71,Pedro Cova,base.ve
parish_ve_240,l10n_ve_address_extended.municipal_ve_72,Raúl Leoni,base.ve
parish_ve_241,l10n_ve_address_extended.municipal_ve_72,Barceloneta,base.ve
parish_ve_242,l10n_ve_address_extended.municipal_ve_72,Santa Bárbara,base.ve
parish_ve_243,l10n_ve_address_extended.municipal_ve_72,San Francisco,base.ve
parish_ve_244,l10n_ve_address_extended.municipal_ve_73,Roscio,base.ve
parish_ve_245,l10n_ve_address_extended.municipal_ve_73,Salóm,base.ve
parish_ve_246,l10n_ve_address_extended.municipal_ve_74,Sifontes,base.ve
parish_ve_247,l10n_ve_address_extended.municipal_ve_74,Dalla Costa,base.ve
parish_ve_248,l10n_ve_address_extended.municipal_ve_74,San Isidro,base.ve
parish_ve_249,l10n_ve_address_extended.municipal_ve_75,Sucre,base.ve
parish_ve_250,l10n_ve_address_extended.municipal_ve_75,Aripao,base.ve
parish_ve_251,l10n_ve_address_extended.municipal_ve_75,Guarataro,base.ve
parish_ve_252,l10n_ve_address_extended.municipal_ve_75,Las Majadas,base.ve
parish_ve_253,l10n_ve_address_extended.municipal_ve_75,Moitaco,base.ve
parish_ve_254,l10n_ve_address_extended.municipal_ve_76,Padre Pedro Chien,base.ve
parish_ve_255,l10n_ve_address_extended.municipal_ve_76,Río Grande,base.ve
parish_ve_256,l10n_ve_address_extended.municipal_ve_77,Bejuma,base.ve
parish_ve_257,l10n_ve_address_extended.municipal_ve_77,Canoabo,base.ve
parish_ve_258,l10n_ve_address_extended.municipal_ve_77,Simón Bolívar,base.ve
parish_ve_259,l10n_ve_address_extended.municipal_ve_78,Güigüe,base.ve
parish_ve_260,l10n_ve_address_extended.municipal_ve_78,Carabobo,base.ve
parish_ve_261,l10n_ve_address_extended.municipal_ve_78,Tacarigua,base.ve
parish_ve_262,l10n_ve_address_extended.municipal_ve_79,Mariara,base.ve
parish_ve_263,l10n_ve_address_extended.municipal_ve_79,Aguas Calientes,base.ve
parish_ve_264,l10n_ve_address_extended.municipal_ve_80,Ciudad Alianza,base.ve
parish_ve_265,l10n_ve_address_extended.municipal_ve_80,Guacara,base.ve
parish_ve_266,l10n_ve_address_extended.municipal_ve_80,Yagua,base.ve
parish_ve_267,l10n_ve_address_extended.municipal_ve_81,Morón,base.ve
parish_ve_268,l10n_ve_address_extended.municipal_ve_81,Yagua,base.ve
parish_ve_269,l10n_ve_address_extended.municipal_ve_82,Tocuyito,base.ve
parish_ve_270,l10n_ve_address_extended.municipal_ve_82,Independencia,base.ve
parish_ve_271,l10n_ve_address_extended.municipal_ve_83,Los Guayos,base.ve
parish_ve_272,l10n_ve_address_extended.municipal_ve_84,Miranda,base.ve
parish_ve_273,l10n_ve_address_extended.municipal_ve_85,Montalbán,base.ve
parish_ve_274,l10n_ve_address_extended.municipal_ve_86,Naguanagua,base.ve
parish_ve_275,l10n_ve_address_extended.municipal_ve_87,Bartolomé Salóm,base.ve
parish_ve_276,l10n_ve_address_extended.municipal_ve_87,Democracia,base.ve
parish_ve_277,l10n_ve_address_extended.municipal_ve_87,Fraternidad,base.ve
parish_ve_278,l10n_ve_address_extended.municipal_ve_87,Goaigoaza,base.ve
parish_ve_279,l10n_ve_address_extended.municipal_ve_87,Juan José Flores,base.ve
parish_ve_280,l10n_ve_address_extended.municipal_ve_87,Unión,base.ve
parish_ve_281,l10n_ve_address_extended.municipal_ve_87,Borburata,base.ve
parish_ve_282,l10n_ve_address_extended.municipal_ve_87,Patanemo,base.ve
parish_ve_283,l10n_ve_address_extended.municipal_ve_88,San Diego,base.ve
parish_ve_284,l10n_ve_address_extended.municipal_ve_89,San Joaquín,base.ve
parish_ve_285,l10n_ve_address_extended.municipal_ve_90,Candelaria,base.ve
parish_ve_286,l10n_ve_address_extended.municipal_ve_90,Catedral,base.ve
parish_ve_287,l10n_ve_address_extended.municipal_ve_90,El Socorro,base.ve
parish_ve_288,l10n_ve_address_extended.municipal_ve_90,Miguel Peña,base.ve
parish_ve_289,l10n_ve_address_extended.municipal_ve_90,Rafael Urdaneta,base.ve
parish_ve_290,l10n_ve_address_extended.municipal_ve_90,San Blas,base.ve
parish_ve_291,l10n_ve_address_extended.municipal_ve_90,San José,base.ve
parish_ve_292,l10n_ve_address_extended.municipal_ve_90,Santa Rosa,base.ve
parish_ve_293,l10n_ve_address_extended.municipal_ve_90,Negro Primero,base.ve
parish_ve_294,l10n_ve_address_extended.municipal_ve_91,Cojedes,base.ve
parish_ve_295,l10n_ve_address_extended.municipal_ve_91,Juan de Mata Suárez,base.ve
parish_ve_296,l10n_ve_address_extended.municipal_ve_92,Tinaquillo,base.ve
parish_ve_297,l10n_ve_address_extended.municipal_ve_93,El Baúl,base.ve
parish_ve_298,l10n_ve_address_extended.municipal_ve_93,Sucre,base.ve
parish_ve_299,l10n_ve_address_extended.municipal_ve_94,La Aguadita,base.ve
parish_ve_300,l10n_ve_address_extended.municipal_ve_94,Macapo,base.ve
parish_ve_301,l10n_ve_address_extended.municipal_ve_95,El Pao,base.ve
parish_ve_302,l10n_ve_address_extended.municipal_ve_96,El Amparo,base.ve
parish_ve_303,l10n_ve_address_extended.municipal_ve_96,Libertad de Cojedes,base.ve
parish_ve_304,l10n_ve_address_extended.municipal_ve_97,Rómulo Gallegos,base.ve
parish_ve_305,l10n_ve_address_extended.municipal_ve_98,San Carlos de Austria,base.ve
parish_ve_306,l10n_ve_address_extended.municipal_ve_98,Juan Ángel Bravo,base.ve
parish_ve_307,l10n_ve_address_extended.municipal_ve_98,Manuel Manrique,base.ve
parish_ve_308,l10n_ve_address_extended.municipal_ve_99,General en Jefe José Laurencio Silva,base.ve
parish_ve_309,l10n_ve_address_extended.municipal_ve_100,Curiapo,base.ve
parish_ve_310,l10n_ve_address_extended.municipal_ve_100,Almirante Luis Brión,base.ve
parish_ve_311,l10n_ve_address_extended.municipal_ve_100,Francisco Aniceto Lugo,base.ve
parish_ve_312,l10n_ve_address_extended.municipal_ve_100,Manuel Renaud,base.ve
parish_ve_313,l10n_ve_address_extended.municipal_ve_100,Padre Barral,base.ve
parish_ve_314,l10n_ve_address_extended.municipal_ve_100,Santos de Abelgas,base.ve
parish_ve_315,l10n_ve_address_extended.municipal_ve_101,Imataca,base.ve
parish_ve_316,l10n_ve_address_extended.municipal_ve_101,Cinco de Julio,base.ve
parish_ve_317,l10n_ve_address_extended.municipal_ve_101,Juan Bautista Arismendi,base.ve
parish_ve_318,l10n_ve_address_extended.municipal_ve_101,Manuel Piar,base.ve
parish_ve_319,l10n_ve_address_extended.municipal_ve_101,Rómulo Gallegos,base.ve
parish_ve_320,l10n_ve_address_extended.municipal_ve_102,Pedernales,base.ve
parish_ve_321,l10n_ve_address_extended.municipal_ve_102,Luis Beltrán Prieto Figueroa,base.ve
parish_ve_322,l10n_ve_address_extended.municipal_ve_103,San José (Delta Amacuro),base.ve
parish_ve_323,l10n_ve_address_extended.municipal_ve_103,José Vidal Marcano,base.ve
parish_ve_324,l10n_ve_address_extended.municipal_ve_103,Juan Millán,base.ve
parish_ve_325,l10n_ve_address_extended.municipal_ve_103,Leonardo Ruíz Pineda,base.ve
parish_ve_326,l10n_ve_address_extended.municipal_ve_103,Mariscal Antonio José de Sucre,base.ve
parish_ve_327,l10n_ve_address_extended.municipal_ve_103,Monseñor Argimiro García,base.ve
parish_ve_328,l10n_ve_address_extended.municipal_ve_103,San Rafael (Delta Amacuro),base.ve
parish_ve_329,l10n_ve_address_extended.municipal_ve_103,Virgen del Valle,base.ve
parish_ve_330,l10n_ve_address_extended.municipal_ve_10,Clarines,base.ve
parish_ve_331,l10n_ve_address_extended.municipal_ve_10,Guanape,base.ve
parish_ve_332,l10n_ve_address_extended.municipal_ve_10,Sabana de Uchire,base.ve
parish_ve_333,l10n_ve_address_extended.municipal_ve_104,Capadare,base.ve
parish_ve_334,l10n_ve_address_extended.municipal_ve_104,La Pastora,base.ve
